C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_51_667.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_51_667.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_51_667.jpg,-0.05,1,0,12.0842,179.7944,1.682002,92.96436
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_51_736.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_51_736.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_51_736.jpg,-0.25,1,0,12.7751,179.7919,1.681844,93.40869
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_51_807.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_51_807.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_51_807.jpg,-0.2307506,1,0,13.41192,179.7779,1.681367,93.76212
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_51_879.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_51_879.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_51_879.jpg,0,1,0,14.29548,179.7569,1.680777,94.261
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_51_950.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_51_950.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_51_950.jpg,0,1,0,14.90669,179.7446,1.680435,94.65517
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_019.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_019.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_019.jpg,0,1,0,15.71636,179.7301,1.680075,95.20731
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_088.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_088.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_088.jpg,-0.15,1,0,16.46523,179.7162,1.679846,95.64182
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_158.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_158.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_158.jpg,-0.35,1,0,17.26195,179.6796,1.679563,96.24487
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_230.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_230.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_230.jpg,-0.5000001,1,0,17.66255,179.6296,1.67936,96.71252
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_300.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_300.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_300.jpg,-0.4583212,0.8243511,0,18.34928,179.5239,1.679121,97.35389
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_369.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_369.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_369.jpg,-0.2900286,0.6560585,0,18.96211,179.4246,1.678949,97.84711
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_439.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_439.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_439.jpg,-0.04202086,0.7463758,0,19.41438,179.2843,1.678728,98.51697
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_508.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_508.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_508.jpg,0,0.9227187,0,19.72735,179.1804,1.678579,99.03268
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_580.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_580.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_580.jpg,0,1,0,20.55169,179.0403,1.678383,99.74512
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_651.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_651.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_651.jpg,0,1,0,21.24321,178.9319,1.678223,100.2984
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_721.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_721.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_721.jpg,0,1,0,22.02692,178.7824,1.677986,101.06
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_791.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_791.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_791.jpg,0,1,0,22.58337,178.6664,1.677795,101.6494
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_861.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_861.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_861.jpg,-0.1,0.9665098,0,23.37461,178.505,1.677551,102.4592
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_52_932.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_52_932.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_52_932.jpg,-0.25,0.7921499,0,23.85841,178.3707,1.677359,103.0808
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_002.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_002.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_002.jpg,-0.2999493,0.5588627,0,24.25663,178.1594,1.677116,103.9171
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_072.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_072.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_072.jpg,-0.1135622,0.3724757,0,24.44781,177.9821,1.676973,104.5469
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_142.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_142.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_142.jpg,0,0.1412149,0,24.49813,177.7398,1.67685,105.3888
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_213.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_213.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_213.jpg,0,0.335709,0,24.51103,177.5574,1.676785,106.02
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_284.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_284.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_284.jpg,0,0.5853789,0,24.74306,177.3112,1.676732,106.8661
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_353.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_353.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_353.jpg,0,0.7529288,0,25.08116,177.123,1.676695,107.5087
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_423.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_423.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_423.jpg,-0.1,0.6352301,0,25.60172,176.8649,1.676613,108.3803
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_492.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_492.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_492.jpg,-0.25,0.443414,0,25.81607,176.6583,1.676524,109.0396
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_562.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_562.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_562.jpg,-0.3090406,0.2185692,0,25.86271,176.3518,1.676402,109.9121
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_633.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_633.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_633.jpg,-0.1200558,0.02958434,0,25.79941,176.1037,1.67634,110.5589
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_703.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_703.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_703.jpg,0,0,0,25.58708,175.7678,1.676306,111.4132
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_774.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_774.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_774.jpg,0,0,0,25.43018,175.516,1.676315,112.0487
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_845.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_845.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_845.jpg,0,0.1954262,0,25.29703,175.1801,1.676373,112.89
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_919.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_919.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_919.jpg,0,0.4323847,0,25.39186,174.8418,1.67643,113.7306
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_53_989.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_53_989.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_53_989.jpg,-0.1,0.237831,0,25.50169,174.5843,1.676447,114.3636
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_060.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_060.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_060.jpg,-0.3,0.007434586,0,25.37668,174.2253,1.676442,115.1997
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_132.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_132.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_132.jpg,-0.45,0,0,25.13667,173.9352,1.676444,115.8107
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_203.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_203.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_203.jpg,-0.4434303,0,0,24.80422,173.5095,1.676482,116.5934
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_273.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_273.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_273.jpg,-0.2735017,0,0,24.6525,173.1667,1.676533,117.1603
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_343.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_343.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_343.jpg,-0.03991342,0,0,24.4578,172.6963,1.676606,117.901
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_415.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_415.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_415.jpg,0,0,0,24.29824,172.3435,1.676664,118.4506
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_485.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_485.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_485.jpg,0,0.1306047,0,24.13021,171.8743,1.676758,119.1771
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_556.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_556.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_556.jpg,0,0.3669421,0,24.17347,171.4034,1.676823,119.9006
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_627.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_627.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_627.jpg,0,0.546824,0,24.36518,171.0466,1.676847,120.4458
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_694.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_694.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_694.jpg,0,0.6686664,0,24.68475,170.6847,1.676858,120.9965
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_768.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_768.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_768.jpg,-0.1,0.4265608,0,25.01774,170.1931,1.676813,121.7396
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_835.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_835.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_835.jpg,-0.25,0.2425255,0,25.08774,169.8132,1.676742,122.2946
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_902.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_902.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_902.jpg,-0.495105,0.001987576,0,24.90594,169.2818,1.676658,123.0135
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_54_970.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_54_970.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_54_970.jpg,-0.3331447,0,0,24.70239,168.8624,1.676632,123.5285
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_037.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_037.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_037.jpg,-0.09129433,0,0,24.51051,168.2889,1.676647,124.1948
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_110.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_110.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_110.jpg,0,0,0,24.35335,167.8581,1.67668,124.6877
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_184.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_184.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_184.jpg,0,0,0,24.15271,167.2867,1.676738,125.3391
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_251.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_251.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_251.jpg,-0.15,0,0,24.00364,166.8576,1.676787,125.8208
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_322.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_322.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_322.jpg,-0.15648,0,0,23.78949,166.2757,1.676851,126.4453
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_394.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_394.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_394.jpg,0,0,0,23.64448,165.8366,1.676924,126.9047
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_467.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_467.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_467.jpg,0,0,0,23.45241,165.2545,1.677008,127.5121
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_534.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_534.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_534.jpg,0,0,0,23.31054,164.8202,1.677056,127.9637
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_606.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_606.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_606.jpg,0.1,0,0,23.1189,164.2455,1.677113,128.5617
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_673.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_673.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_673.jpg,0.25,0,0,22.94881,163.8243,1.677187,129.0128
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_740.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_740.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_740.jpg,0.45,0,0,22.66466,163.2897,1.677261,129.6273
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_807.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_807.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_807.jpg,0.6000001,0,0,22.40783,162.9185,1.677309,130.1029
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_874.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_874.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_874.jpg,0.5614777,0,0,22.16579,162.579,1.67736,130.5931
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_55_941.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_55_941.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_55_941.jpg,0.3194164,0,0,21.99136,162.1616,1.677424,131.2621
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_013.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_013.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_013.jpg,0.1384386,0,0,21.8658,161.8631,1.67746,131.7683
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_104.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_104.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_104.jpg,0,0,0,21.62448,161.3715,1.67787,132.6056
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_175.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_175.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_175.jpg,-0.05,0,0,21.48328,161.0776,1.678655,133.1027
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_246.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_246.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_246.jpg,-0.25,0,0,21.26402,160.6798,1.679762,133.7545
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_319.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_319.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_319.jpg,-0.45,0,0,20.98838,160.2616,1.680619,134.3824
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_388.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_388.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_388.jpg,-0.6000001,0,0,20.74856,159.9275,1.681272,134.8302
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_459.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_459.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_459.jpg,-0.8000001,0,0,20.37669,159.448,1.682017,135.3854
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_530.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_530.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_530.jpg,-0.9500002,0,0,20.05885,159.0605,1.682288,135.7626
C:\self-driving-lab\data\IMG\center_2018_11_01_13_41_56_603.jpg,C:\self-driving-lab\data\IMG\left_2018_11_01_13_41_56_603.jpg,C:\self-driving-lab\data\IMG\right_2018_11_01_13_41_56_603.jpg,-0.9600577,0,0,19.67941,158.5069,1.682361,136.2041
